sample_HFS156	sample_HFS157-resub	sample_HFS158	sample_HFS159	sample_HFS160	sample_HFS199	sample_HFS200	sample_HFS201	sample_HFS202	sample_HFS253	sample_HFS254	sample_HFS255	sample_HFS256	sample_HFS257	sample_HFS303	sample_HFS304	sample_HFS305	sample_HFS306	sample_HFS307	sample_HFS348	sample_HFS349	sample_HFS350	sample_HFS351	sample_HFS352
MYL3	3.87052	10.4142	18.3227	8.09565	2.14502	8.87647	3.2205	3.68691	3.91127	12.9633	11.8246	7.03725	3.24869	1.69621	16.9442	4.01603	5.70325	5.56065	29.3841	10.6459	8.01613	3.9018	0.860263	3.20553
MYL4	0.64264	0.255655	0.4777446	0.490206	0.348635	0	5.75343	1.54084	0.796644	1.01892	0	0	0	0	0.310333	0	0	0	0	0	0.218921	1.07055	0	0
MYL6	1085.617	926.16	1011.595	979.906	900.805	855.959	980.13	780.333	815.517	869.362	824.694	899.922	885.763	1047.471	664.264	743.093	818.772	836.071	851.672	749.121	666.671	879.543	642.896	822.015
MYL6B	89.1794	120.529	74.1468	85.6249	58.76446	68.70105	70.39158	70.78254	56.1769	65.58089	68.2645	66.5036	70.7718	73.7924	69.09577	64.44085	68.1698	50.402	48.4307	61.45688	51.6998	61.6392	42.6889	58.43852
MYL7	1.84609	6.24715	2.75589	0.840006	0.903275	0.470819	0.965019	1.01002	1.04005	5.46981	2.20968	1.58595	0	0.412015	2.43618	0.842148	0.928714	0.841405	3.55548	3.4607	1.16748	1.78476	2.10795	0
MYL9	13.8253	18.3687	19.1201	65.7772	9.55002	39.6785	13.3736	16.3672	47.5117	68.2371	19.58	20.614	4.55291	34.7386	19.1887	11.3551	10.3109	24.404	18.541	16.4738	10.8473	15.483	53.5701	28.8982
MYLIP	26.9505	33.0708	43.0613	22.7584	32.2267	10.5439	19.3865	19.6032	13.0131	16.4706	31.3278	32.6934	40.3003	34.2428	40.9375	34.2856	21.2427	19.9424	23.0151	22.412	31.3394	25.7749	19.7496	27.7861
MYLK	6.284065	10.448409	13.51139	13.13246	7.48863	11.96218	5.145428	6.25887	11.931	17.07157	6.441574	12.41824	5.749777	9.360080172497	6.517319	4.02396	11.905434	5.56779	10.08772	5.592147	4.749656	3.99400500492951	11.24667	11.53949
MYLK2	0.395014	0.970006	0.197687	0.322278	1.14226	0.479125	1.09477	0.89778	1.43326	0.518493	0.451565	0.405739	0.574208	1.3597	0.303549	1.70226	1.4367	2.97266	1.04243	0.0863121	0.424997	0.859441	0.501632	2.03123
MYLK3	4.090581	2.22282	2.532745	4.60309	1.86654	5.365316	1.4016	1.87476	4.155023	2.715177	3.591742	4.245126	1.160277	1.80791	4.627739	5.426726	2.611993	4.456172	3.258136	3.12318	2.12315	1.4581	5.96252	2.229256
MYLK4	1.568345	1.647903	1.5266100131423	1.03283	0.782993	1.275864	2.033035	0.977562	1.38744	0.789635	1.548786	0.927175	1.990924	2.116227	2.25427	2.03737	3.24223	2.020352	3.591464	1.109593	3.111487	0.755017	1.2431	1.816357
MYMK	0.351657	0	0	0	0	0	0	0	0	0.262646	0	0	0.238688	0	0	0	0	0	0	0	0.363732	0	0	0
MYMX	1.97110000249075	1.01307	1.3334	0.867746	1.07803	1.32786	0.984605	0.690941	0.356562	0.703312	1.9319	0.981511	1.29077	0.9879	2.42499	0.295098	0.96414	1.00384	1.55199	0.353779	1.24622	1.36316	0.911024	0.425066
MYNN	3.953161	6.0829	5.67879	4.035236	6.69108	8.62046	6.200700295675	5.28435	6.2473	8.4790492	6.05459	6.80138	5.50099	6.85537	7.76306	6.68941	7.073653	7.5771033	4.740785	7.8499	8.6857	6.24825	9.60419	7.17221
MYO10	17.374	11.7956	16.5287	15.7386	17.1306	10.0214	10.1716	8.46564	8.55924	14.4548	15.5567	13.246	14.3294	12.8169	15.1986	14.8265	20.041	19.3678	17.5219	13.7169	10.0191	16.075	15.1694	20.6555
MYO15A	0.461934	0.358632	0.231699	0.443115	0.267749	0.196449	0.32746	0.211021	0.22845	0.216236	0.411239	0.58274	0.145672	0.516258	0.352889	0.510099	0.0852361	0.397318	0.179914	0.18117	0.113843	0.24698	0.172204	0.322445
MYO15B	0.054719	0.154723	0.0559998	0.0305946	0.17796	0	0.223678	0.0728545	0.202468	0.0871319	0.11221	0.186831	0.0947928	0.207944	0.0710913	0.0751795	0.2231	0.105037	0.200587	0.0486595	0.078659	0.0796332	0.0462751	0.0866439
MYO16	6.02051	5.36581	3.87251	4.37414	3.77345	1.90806	2.92428	2.36942	2.71846	2.45178	3.175	2.24031	3.17449	1.81039	2.30026	2.71414	3.8006	3.32421	2.76097	2.45274	2.37534	2.61479	2.76794	2.18472
MYO18A	79.4475070070727	67.287057	68.22408086736	69.99016244671	68.99688	56.714438	61.373147375	59.57147201643	60.331222	68.006301	62.402202	65.229706104	61.558993	69.191493	67.93274343	64.060912	63.662625	62.829399000204	67.7187427075	54.3814070055265	62.6053959269	71.460503	57.24591	58.480006
MYO18B	1.20252	1.08263	1.08053	1.00307	1.40067	0.751988	1.4601	1.4615	1.34374	1.26346	0.713999	1.2948	0.816067	0.737826	1.51634	3.07988	3.58728	2.35515	1.22254	1.36947	1.53965	1.4625	1.39661	1.656
MYO19	1.839927	2.594204	2.31884	2.114179	1.937611	1.244465	3.14521	2.58662	2.260606	1.289673	3.03251	1.6854921242	1.951626	1.55508	1.992125	2.37778	1.873163	2.2906	1.813271	1.27656	1.412036	1.797506	1.164882	0.778637
MYO1A	0.0702145	0	0	0.0458105	0.0485349	0.0508801	0.258202	0	0	0	0	0.12933	0	0	0.0855319	0.0902805	0.0512808	0.0900946	0.0498353	0	0	0.120192	0	0
MYO1B	19.076531	20.472683	20.691252	15.112	31.92977	20.045122	24.38127	21.85987	22.45756	14.506451	19.559361	17.16074	28.647923	19.89981	27.05912	23.41367	21.95663	15.105978	16.94312	24.638607	37.080326	28.705852	13.72454129171	23.017244
MYO1C	7.92777	5.99122427	6.66028615	5.20698333	4.863105	3.58836102	3.5407144	3.419526802	4.89989	5.844769	4.772600215335	5.6974702	4.97144	4.94695	4.481322	3.639201	4.584060873	6.483314	3.37761354219	5.63609	6.0065871	6.216576	6.55930103134	5.5926
MYO1D	1.886592	2.94699	4.430592	2.80267	4.313652	1.7451	1.41672000918197	1.954511	2.297503	2.477172	2.218161	2.521653	3.051869	3.7502	2.10394	2.446353	1.47445	2.536956	1.68423	2.352919	3.517189	2.01681	2.882499	2.68297
MYO1E	6.99675	6.50718	9.26346	6.78985	7.08627	6.383410279645	5.58686	5.00155	5.47263	4.41014	5.8870639	9.36697	5.7157	9.13089000161137	4.57627	7.12448	4.65688	5.71946	5.46410902	6.0823	5.0312	8.45763	8.36682	7.2913700361993
MYO1F	1.3519	1.0616	1.63158	0.890087	0.942727	0.583968	0.775025	1.06056	0.829382	1.50472	1.52745	1.56056	0.789302	1.21871	1.16996	1.47442	1.31391	1.19302	0.880949	0.742074	0.628439	0.954012	1.11007	1.96201
MYO1G	0.625365	0.783767	0.84626	0.485736	0.566177	0.323751	0.43813	0.115781	1.05505	0.510281	0.917141	0.640042	0.17239	0.377678	0.544361	0.143621	0.543631	0.764401	0.686659	0.387706	0.37809	0.191301	1.03917	0.486106
MYO1H	0.402732	0.0432251	0.510503	0.34272	1.27064	0.0475719	0	0.35734	0	0.0817421	0	0.161233	0.949885	0	0.0799516	0	0	0.336929	0	0.820135	0.832334	0	0	0
MYO3A	0.059963	0.112917	0.204722	0.0558822	0.207004	0.0309982	0.0629124	0.099841	0.168283	0.0265854	0.117163	0.0262685	0.0247561	0.02714	0.0520347	0.0274921	0.0939533	0.0823078	0	0.0890036	0.252301	0.10945	0.0424262	0.238253
MYO3B	0.0542063	0.191238	0.0347224	0.303123	0.0802504	0.420624	0.0853758	0.0902879	0.365442	0.144467	0.119199	0.178207	0.0335941	0	0.35332	0.298494	0.084878	0.223411	0.206335	0.362489	0.245055	0.049603	0.346261	0.0540031
MYO5A	24.6616	36.6391	36.3774	31.0948	49.4592	49.008	37.7351	35.8783	66.5983	54.924	53.9056	47.704	70.6232	38.1705	75.8241	54.5843	42.0959	50.1245	41.2371	57.4094	70.0837	57.2657	67.1273	50.9915
MYO5B	2.926423	6.77335	3.593599	3.15323	5.330725	1.25183	2.631426	3.15727	2.923029	4.2252	4.5103686531	6.51192	6.18579	3.181341	4.17935	5.141166	5.019743	3.653669	2.97697	4.405607	4.82762	5.1215	3.570083	4.50563
MYO5C	1.06225	0.596954	0.792116	1.09479	0.659523	0.467777	0.687115	0.871924	0.596513	0.597772	0.538699	1.40753	0.8027	0.472248	1.33312	1.09956	1.37774	0.780876	0.731042	0.933448	0.960727	0.762774	0.783308	1.20387
MYO6	20.20589	23.9957	24.84231	24.9348	24.16904	27.79819	24.41483	26.87978	23.31005	31.89733	29.67339	35.11066	22.954816	34.423177	24.46724	19.708169	28.17871	24.38388	19.89218	25.59937	33.40859	32.19168	30.755002	28.458581
MYO7A	0.14161200103413	0.2857989	0.4663670813806	0.24452800873772	0.19414470443774	0.42961900239701	0.206355110053	0.09712640969445	0.1227291040524	0.09687490786032	0.192211	0.07664910346928	0.1624070141344	0.09900910301065	0.2463990015428	0.360675	0.1600724	0.0999834636866	0.17800100624563	0.11357330199132	0.05249780407468	0.340446	0.1544482	0.462344127333
MYO7B	0.0307772	0	0.0196938	0	0.0227581	0.0238549	0	0	0.0517936	0.0408874	0.0450915	0.0202163	0	0	0.0200116	0.0211543	0.0241218	0.0422223	0.0234841	0.0171181	0	0	0.0651964	0
MYO9A	12.141182	11.870536	15.691936735	14.416078	18.86401	23.491419	15.9626359	15.5508808	23.4484600869567	24.47375	19.4260439	16.87967037393	21.263479	14.76138844	27.34418	19.076628	18.57456	17.30010774548	12.9729060687837	21.315976929107	28.71369157	19.89594810731	26.407	19.228626
MYO9B	15.822417	12.058246	10.571575	12.748694	9.099005	10.33471228711	11.267476	10.240305	8.95539	11.04496	10.98885	10.255294	6.6300010495428	10.222599	9.540813813972	11.8121	10.002218	11.810584	10.048568	9.084174	8.47362164	8.002787	11.051971	10.132248
MYOC	0.0548088	0	0	0.248471	0.130013	0.136531	0.138486	0.446455	0	0	0	0.119207	0	0.128605	0.233083	0.617629	0	0	0.271824	0	0	0	0.403932	0.380523
MYOCD	0.122079	0.150596	0.41086	0.248909	0.738564	0.718962	0.112267	0.474661	0.180235	0.332874	0.417772	0.328002	0.618424	0.193543	1.488	0.392555	0.779946	0.685554	0.324745	0.278182	0.0646039	0.261495	0.228304	0.0711959
MYOD1	0.038757	0	0	0	0	0.425451	0	0	0.231924	0	0	0	0	0	0	0.378519	0	0.755458	0	0.153939	0	0	0	0
MYOF	2.86173	0.662298	1.04478	1.09895	1.60979	0.820253	1.07013	0.629174	1.01766	1.68702	1.15179	3.1182	0.973226	1.37508	1.82832	1.49633	0.947967	2.79991	0.692199	0.992204	1.71428	1.87311	1.2809	2.06831
MYOG	0.29819	0.322018	0	0	1.04751	0	0	0	0	0	0	0	0	0	0.312767	0.326034	0	0.65256	0	0	0.899	0	0	0
MYOM1	0.571449	1.37377	1.2919	1.35947	0.950037	1.05275	0.981666	1.03869	1.14297	1.36616	0.483976	0.940364	0.908918	0.946703	1.07444	1.74111	1.20771	1.91383	1.70715	0.714752	1.15736	0.970695	1.20654	0.874302
MYOM2	33.8007	19.1867	15.4989	25.178	18.0648	28.3557	22.4682	27.5925	21.8611	22.8511	20.9816	15.2787	16.7518	25.1372	43.5009	34.4795	24.2945	28.5357	23.8615	22.1678	14.7578	11.4701	17.0619	18.7476
MYOM3	0.120194	0.0339351	0.184728	0.100816	0.24905	0	0.227092	0	0.0809985	0.0320075	0.0352348	0.0948103	0.148931	0.130589	0.469755	0.463129	0.0376512	0.0660258	0.146492	0.321342	0.303921	0.307609	0.0511161	0
MYORG	23.7717	30.8464	35.2848	28.0886	34.1299	29.1775	20.801	22.9168	20.7254	19.8374	34.0714	28.2473	33.3901	31.1456	21.6818	24.2986	35.7653	27.2608	17.8461	20.3151	25.8232	19.033	25.9366	16.5375
MYOT	0.2775783	2.10066	0.925026	0.6476513	1.75657	0.960877	2.3574	2.231306	1.65356	0.552245	0.4532217	0.542636	1.85495	1.749692	1.88848	5.25747	5.46508	4.2556000126288	2.26205	0.4031149	1.22176	2.85217	3.43268	2.17567
MYOZ1	0.594621	9.17065	2.14788	3.05707	6.36059	2.27797	8.76079	8.52578	10.0979	1.55661	1.37845	1.79067	7.28156	9.22326	3.99846	14.6073	15.6947	17.6066	7.96095	1.29213	2.3286	8.23625	8.02732	8.13748
MYOZ2	1.213242	4.28801	6.31018	2.22616	1.01754	2.31247	1.44586	1.14079	1.54988	2.94414	3.68207	2.065242	2.27458	2.48089	5.88509	7.20347	2.627655	3.314	6.46671	3.72658	4.432739	1.93481	3.500822	3.75762
MYOZ3	0	0.239838	0	0	0	0.542147	0.55092	0	0	0	0	0	0.216953	0	0.462481	0.483266	0.533426	0.241175	0.255988	0	0	0	0.784102	0.364944
MYPN	1.41545	0.865052	2.40788	1.57514	4.81272	2.87708	1.22878	1.9316	3.19991	1.93223	1.47508	1.74475	2.54319	1.98064	1.63682	1.37773	1.47481	1.74702	1.61569	2.27965	2.12222	1.38988	0.848527	1.6824
MYPOP	23.3399	26.023	22.4881	21.4992	15.4521	14.9129	22.5245	17.5596	23.3181	17.4019	17.9737	19.1031	18.3848	19.2273	21.3414	19.7778	33.6965	32.8668	32.0316	15.702	15.5942	18.9494	18.3902	25.9094
MYRF	11.601831	13.111168	22.63823	15.312637	18.340507	4.306068	6.34233	5.97616	2.59437	6.489380150047	4.01313	7.15757	5.518596	20.70366	5.2973938	4.55041824891	7.20435	8.0984390558417	4.967973	5.14485	2.58296	7.620365	2.395927	6.579293
MYRFL	0.922544	1.14438	0.804396	0.670714	0.710843	1.60507	0.75639	0.368971	1.30776	0.838103	1.9485	2.13697	0.228932	0.200597	3.18151	0.813803	1.38553	1.675	0.280395	1.02987	0.669885	0.0677851	1.81505	2.14095
MYRIP	25.425926	27.76198	24.21081	27.5454000002839	30.6037	38.97607	26.2477000005071	27.727760000351	38.57166	33.3311883	31.25732	25.42755	35.90465	25.15731	29.26827	32.37198	29.99742	30.02705	28.83537	31.86129	31.31671	39.75492000156	33.5253400012764	30.30024
MYSM1	7.90213	6.6119	6.41338	7.50518	8.58106	10.4635	7.59647	9.06837	9.82025	8.70259	10.6277	8.86649	8.80851	6.55875	16.3556	11.6956	9.59387	9.74814	7.91285	11.5609	11.1187	7.14841	13.4431	10.8067
MYT1	21.465704	14.968581	15.867236	19.708794	22.379421	37.43751	17.350251	21.260075	26.8916	22.42836	26.370612	23.18862	15.738722	15.018833	29.60904	26.63633	18.942483	23.122251	25.157299	30.148428	28.56693	19.0174200029262	28.31327	20.0589
MYT1L	47.2770851074893	60.977856543	51.495119637739	46.36577239053	66.13478483	63.8150753	42.29771839626	51.9129997039541	54.2427620064538	50.948012893782	56.9641920027778	57.8927617	69.4465900721444	60.747265129717	87.060478	65.2804167797254	44.5083854571	52.3736838225	50.220312	65.9660475775641	78.0872820071448	46.731505	49.3253620004302	53.599413
MYZAP	5.108624	4.116812	9.5554530314203	6.10054	8.8306108	5.3127516	3.907226	6.348091	2.43461	3.385109	2.914592181	4.747997	5.89077054	10.543515	7.231705	4.751154	4.583842	2.527545	3.243024	5.09242	3.336455	4.932082	3.400483	4.04996
MZB1	0.913392	0.457882	2.75554	2.78572	0.743851	1.28969	1.64758	0.536863	2.74549	2.47053	3.40338	2.66728	0.698753	1.31564	3.49179	1.56945	2.96061	0.687969	4.28446	1.46001	1.5257	1.23451	1.08681	2.02422
MZF1	1.5877	0.803957	1.22719	0.928571	0.845037	1.17643	0.373117	1.36115	1.34512	1.72823	1.46089	1.49672	1.2302	1.76662	1.04827	1.17836	1.49733	1.01069	1.1138	1.82267	1.27856	0.566968	1.8979	1.00486
MZT1	42.2053	65.4114	67.1081	58.5725	91.386	82.0136	72.8312	67.667	116.319	92.9258	96.9955	77.3781	90.2531	69.7839	99.2495	97.0833	71.9882	67.7822	43.473	105.688	108.28	101.815	113.759	95.6323
MZT2B	242.7967	213.5761	192.4213	273.774	193.7349	226.4078	185.0661	210.5619	194.0721	215.2176	190.9823	180.1066	153.1953	183.6229	161.9309	185.9712	215.0218	224.2273	233.1271	170.814	148.706	169.1638	163.3544	179.2449
N4BP1	11.9745	11.5002	11.1511	12.5159	12.0534	15.9728	12.6428	14.3415	15.4206	16.6398	13.0965	13.4442	12.9649	11.619	16.3807	13.0998	11.9621	12.7062	10.8309	13.1676	18.0841	14.8969	17.585	13.1691
N4BP2	2.79574279846	1.809822998	2.088211554	2.846940622	2.804583562	3.463062	2.81809254	2.8474153	4.013099337	3.44454259	2.949293856	3.8992300166844	1.843493851	2.306257622	5.20224	4.094012	3.561858311129	3.224948	1.652981926	3.816829833	3.40969926	2.144120540907	4.653357	3.61993733
N4BP2L1	6.33999	10.45154	11.68591	10.019683	9.607802	13.07533	11.3184	10.04707	15.42676	15.25504	16.29601	14.54139	14.47902	11.76113	15.92803	14.42198	11.003898	13.35117	7.42917	14.05925	17.22831	18.16902	17.493233	10.28338
N4BP2L2	23.68327	26.43042	21.9741	23.10744	24.7946091	34.46721	19.83409	26.17274	30.28692	28.1418	25.85001	25.1435	22.71294	25.88865	28.79667	25.25907	23.13473	22.29601	14.14553	34.17101	31.910149	24.18177	34.076451	29.70062
N4BP3	10.004223	12.7546	10.300078	7.4847	4.63571	3.35428	5.94459	9.28152	6.58026	6.4899	8.61783	7.5371	11.50257	19.09118	5.92701	9.48865	10.705902	8.948662	10.5164	9.28226	8.933	9.1337	4.660204	9.20268
N6AMT1	5.57847	11.1213	8.72391	7.34961	5.83147	7.5656	13.5751	3.21968	9.24123	6.98641	7.72009	5.96872	9.85287	6.2473	6.03363	8.5586	6.22746	7.80594	6.93558	8.13439	6.96494	7.16734	7.20763	11.1836
NAA10	261.231	231.641	207.382	231.864	192.338	175.159	237.468	217.234	208.011	209.477	200.558	183.543	202.146	212.581	199.057	207.026	194.762	211.445	205.563	176.242	193.748	206.964	209.444	235.577
NAA11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAA15	25.2055	26.418	26.4902	27.1881	29.1125	38.9981	31.3883	31.6818	33.8408	28.7625	27.4635	30.7612	29.7949	30.8738	29.1696	30.7727	25.9814	28.7413	19.2479	34.2287	38.7488	31.7551	33.9635	31.561
NAA16	10.031694	7.525372	8.868446	7.364722	10.08756	12.60087	6.99335500861002	9.220105	10.165625	11.855208	7.762993	9.73113	9.497206	8.056344	12.643236	8.255064	7.23929804	9.58977	4.445803	9.548779	9.939499	11.39543	9.989548	10.563229
NAA20	178.128	210.111	233.126	210.679	245.006	217.424	249.36	240.466	232.818	259.408	237.978	217.679	259.093	202.625	220	231.026	201.867	222.134	179.306	249.609	246.854	256.52	268.023	235.469
NAA25	12.238	15.7573	17.3317	15.4116	18.348	19.8102	17.5825	15.875	20.5989	19.4377	18.7203	19.7735	19.6032	14.008	23.2162	20.2069	17.3056	18.581	15.9052	20.1467	21.7832	20.1132	22.2813	19.5977
NAA30	13.86279	15.33762	18.01597	17.89311	23.92839	22.6927	19.60217	19.13788	27.4	28.1264	21.3901	21.4102	26.17432	14.31634	30.6023	25.0681	24.49766	19.50636	15.5954	30.8905	28.56893	20.28886	25.0777	21.33669
NAA35	38.7994	37.3379	43.5659	44.2802	45.6308	48.4061	51.1602	46.4274	53.9031	52.451	54.3814	54.3316	51.7235	49.3917	56.7786	59.8183	49.2623	50.706	39.4224	53.4844	73.0539	51.8472	57.381	55.0257
NAA38	85.4223	87.002	92.3939	84.5185	111.128	89.0454	93.3803	101.251	83.8046	106.501	80.3647	88.2187	84.2176	102.129	91.3728	88.8449	102.222	82.9338	94.7249	83.3094	85.1723	75.7553	94.3881	71.8478
NAA40	21.49101	17.4841	13.8348000742599	19.04538	12.895629	12.4354	12.94829	13.58565	16.20789	12.427	13.53098	13.1897	10.203981	12.61449	11.86688	13.1853	18.14393	13.740619	12.83832	11.993302	11.9641	13.38364	17.56757	13.93778
NAA50	26.16076	35.77549	35.82724	33.11193	31.33749	46.7332	35.67326	38.01051	40.757	45.27551	34.88791	35.65442	37.1693	31.96565	43.63288	38.79733	33.80826	33.50635	24.55726	33.08223	46.3824	38.90913	52.8875	41.36518
NAA60	222.081	273.951	242.386	237.234	200.699	214.273	218.941	230.788	204.708	180.847	219.088	202.345	218.324	250.321	206.449	255.022	182.558	214.095	223.616	193.08	220.135	233.352	200.318	178.299
NAA80	14.69082	13.16488	13.468454	12.933319	12.547028	11.258351	16.71034	14.852657	14.16559	9.946281	12.741356	12.19032	11.780426	12.701111	10.300037	13.764059	13.245135	12.382156	11.951902	10.534343	13.62241	12.950095	12.95981	10.65866
NAAA	16.3235	15.2517	21.4586	18.1397	8.8988	20.6336	6.56398	20.341	9.06997	15.1158	18.5156	28.2005	16.2678	26.4655	16.3759	19.0231	24.1375	17.4233	14.9607	21.9541	28.3115	20.3174	28.0385	21.9274
NAALAD2	12.121384	13.034486295	12.663440812011	12.7717455	12.35737313	12.83178401	14.00351964062	12.50110483	13.34083	13.5428740657	13.47743	13.39830104748	12.571370115	10.95183672096	15.8530486	14.8429464	15.335342529862	12.75410072855	9.0384906761	12.8046300114059	16.98959	15.4942900335844	19.537502436	17.529853480654
NAALADL1	0.014153	0	0.0635894	0	0	0	0	0	0	0	0	0.0652654	0.0615433	0	0	0	0	0	0	0	0.180748	0	0	0
NAALADL2	0.273366	0.717062	0.498086	0	0.531313	0.232073	0.14132	0.498084	0.504113	0.19936	0.482223	2.47766	0.778488	5.07734	0.156	0.205877	0.327638	0.328726	0.0454996	0.100018	0.487144	0.219112	0.318713	0.417504
NAB1	10.95123	14.413064	11.447042	11.987677	14.66082	15.52968	11.36847	13.101	15.08209	19.58055	16.668921	15.86621	16.88465	10.97809	23.33927	16.92742	10.94259	15.20041	9.21295	21.44862	20.38169	12.87879	22.34473	17.74635
NAB2	50.2268	60.79595	47.38574	56.91994	52.65775	49.0955	56.26495	51.17273	41.3652	65.2537	51.868054	48.37795	49.25903	63.76187	57.71908	67.27591	54.5614	55.9358	77.6964	54.2029	53.43783	58.09051	63.30133	64.0966
NABP1	18.6942	9.84152	11.5653	20.8304	13.0922	15.8707	13.9335	12.0354	12.5852	10.7141	12.4824	15.2618	8.96546	12.003	14.6234	11.6108	11.4997	12.5364	4.81289	8.68767	14.3245	8.98356	19.9427	12.0036
NABP2	90.8657	76.1024	89.4669	91.1944	78.0274	72.01695	79.2576	72.9907	85.91954	80.11246	69.14629	77.0265	80.62578	75.2511	71.8369	74.755	61.5282	69.81836	67.70517	69.79469	59.79443	94.00331	77.9448	72.27824
NACA	338.2877	301.2046	336.9368	352.5734	372.6835	417.3398	410.3769	365.723	385.101	449.266	372.30072	423.1405	369.0912	393.1583	377.2013	394.9731	311.1663	376.1753	323.14158	379.0977	361.9309	345.831	404.23536	390.3737
NACAD	34.6733	27.4884	30.627	25.402	26.7345	13.2822	18.9169	21.3815	16.4929	18.4039	21.286	16.7691	17.5744	20.3427	20.0857	18.3415	20.5876	19.3621	18.0622	17.2349	16.2571	16.8186	16.1659	18.1978
NACC1	90.0427	102.571	82.6634	85.8394	63.6285	78.1229	65.7026	65.4083	62.5921	67.3901	65.2276	66.0856	72.1791	82.5669	66.6184	70.1908	82.9856	73.2499	84.1916	66.4407	62.8545	74.2061	68.33	70.6576
NACC2	81.8873	84.7096	103.9612	82.9009	79.5636	60.8606	62.6619	68.6046	63.9967	71.4214	79.1503	78.2694	78.1378	85.8002	75.8617	66.6596	98.9986	77.285	79.5159	62.3757	71.5455	74.7558	75.6215	77.2009
NADK	112.8418	109.24597	99.66861	118.87308	89.75341	93.79196	105.77366	99.83794	106.29533	104.41202	102.28004	93.94922	85.304082	99.03842	93.55759	102.50314	97.53306	88.19768	102.996103	89.60698	82.52545	88.08574	88.17584	97.37228
NADK2	12.089871	9.13788	13.96623	14.13802	15.2230108	13.9698721	10.840988	12.3527400047993	13.86426	14.48095	14.887453	13.08395162	14.61374	10.20549	13.72992	10.235203	13.21646	11.21212	6.547151	12.391650114266	15.477959857	15.7004	19.568341	17.54771325298
NADSYN1	3.03998	3.216566	3.213830115383	3.28433000229689	2.4798	2.6562300254937	3.75252	3.18299	3.24763	3.814327	3.44571	4.06296	2.59444	3.40128	3.25309	4.20201	3.10287	3.92611	2.734096	3.31484	3.92769000329708	2.59122	3.98918	3.38941
NAE1	33.2257	31.8585	43.2568	42.6761	50.6412	50.4588	49.1479	45.0534	49.2278	53.6329	53.0279	47.7898	54.0601	51.5233	60.2054	58.6068	52.2348	46.7871	41.2062	56.1066	56.8915	54.7441	39.6647	52.1905
NAF1	5.14551	4.10998	6.10373	6.01962	5.64285	6.96053	4.68167	4.7766	6.05307	9.30782	3.85776	5.75493	4.87104	3.73484	5.7461	6.49733	6.99635	6.09599	6.17919	5.32152	6.64658	5.17167	6.40045	7.77864
NAGA	22.7568	22.7882	24.2914	22.7557	18.6235	20.7655	17.7954	18.5764	21.2304	16.7791	17.4289	23.4779	15.9041	24.1388	19.0362	22.9189	21.2946	20.9298	23.5948	19.6783	17.7159	17.8049	18.3818	18.5444
NAGK	16.60328	20.14253	16.57501	16.7843	11.56434	12.17514	16.60663	21.3031	10.37284	16.34836	18.88179	17.52242	26.14018	16.93765	20.75272	23.18266	10.52982	17.012992	18.44966	15.5527	25.70054	24.370914	16.9254	16.99853
NAGLU	3.60641	2.79417	2.96802	5.02591	2.81739	2.69685	2.28122	2.06606	0.976723	1.82368	2.54584	4.18875	2.05155	2.97661	2.377	2.45013	2.64909	3.75288	3.1995	2.26172	2.32919	1.59647	1.94768	2.73276
NAGPA	23.49252	28.6177	17.66735	19.02913	15.6334	14.97957	20.55287	16.82214	25.28288	17.59076	17.96002	22.05522	18.84024	20.12551	16.38612	16.76802	23.28509	23.56893	18.14814	17.74126	15.266444	17.7297	13.3797	18.31982
NAGS	0.0745321	0.163036	0.744729	0.567447	0.344248	0	0.0916148	0.0967056	0.392386	0.233628	0.255356	0.0764325	0.288342	0.473184	0.836682	0.720983	0.905152	0.47965	0.175471	0.454574	0.636699	0.21467	0.250272	0.233992
